Temperature,Moisture,pH,C/N_Ratio,Aeration_Rate,Compost_Duration,Initial_Composition,Additive_Used,Turning_Frequency,Temp_Moisture_Interaction,Compost_Quality
29.422890710440996,54.94587149359417,6.506410236424408,37.24405947316377,1.220391263637799,114,Manure,Microbial Inoculant,4,16.166663719459564,0.0
48.225449121031886,56.66090652812893,6.934371516453847,26.277509934449412,0.704258857399652,81,Crop Residue,None,2,27.324976649238252,0.0
27.791563500289776,61.57605334816792,7.038425941479384,30.760454107278058,0.9147534706213608,75,Crop Residue,None,4,17.112947967228394,0.0
42.08863595004755,46.853642239938964,6.887572009095961,36.802161568784,1.3584288585630813,73,Manure,Lime,3,19.720058911705618,0.0
20.403298761202244,69.89001748170226,6.67499870958827,39.78902261930113,1.2683941562721617,51,Manure,Microbial Inoculant,3,14.25986907104819,0.0
26.718139511015693,69.2437948644035,7.084327335983364,37.79038622087526,0.5881421645556808,82,Crop Residue,None,1,18.500653714592847,0.0
41.96861235869123,59.50977059040811,7.220970324784704,27.429345252487536,1.1054439701056604,88,Food Waste,Lime,3,24.975424934634816,0.0
47.38466579995411,45.98627352787435,6.454800461278577,23.903330344373007,0.40653242518755695,59,Crop Residue,Microbial Inoculant,3,21.79044202503603,8.717342567409366
41.7136828118997,60.40684727293874,7.705466189873135,29.787850748131774,1.0140804706181108,37,Food Waste,Lime,3,25.197920668102352,0.0
38.843517176117594,42.165952269375275,6.950705933857869,34.832829036720845,1.569330105023793,86,Crop Residue,Biochar,4,16.378738912228332,0.0
36.98896304410711,40.91957506617418,7.009424811472424,29.85138141506595,0.7156321848193041,102,Manure,Microbial Inoculant,4,15.135726499032836,13.137376078211654
25.214780096325725,47.730486655336406,7.354107211628278,29.66361726627337,0.7497030863525254,49,Food Waste,None,2,12.035137249049171,0.0
32.801557916052914,53.87868870217949,7.116608065631751,36.76460842163601,1.2292089344718578,54,Manure,None,4,17.673049279055263,0.8692916367430312
35.393612290402125,66.04817516225141,7.476568316956622,27.228075581343727,0.5371595454371063,48,Manure,Biochar,3,23.37683504181294,0.0
50.57122226218915,61.81507209298924,7.143562082600912,37.19589349623291,0.8101734910344883,34,Manure,Microbial Inoculant,4,31.26063749967805,0.9416789969973391
43.43618289568462,62.28119563599943,6.693781312679781,28.136096019034472,1.1789323412745258,104,Manure,Lime,1,27.052574046071857,0.0
22.36959844637266,52.764800033442256,7.180751762603051,26.56466211356679,0.8097142456931791,108,Manure,None,2,11.80327388851254,0.0
43.24083969394795,50.378049776408886,6.4281368963396694,29.07979822399398,0.9292090038367085,101,Crop Residue,Biochar,2,21.783891744754268,4.285191822210139
36.149177195836835,51.13116288953808,7.0542798528882615,35.24893917349737,1.2232557130945103,112,Food Waste,Biochar,4,18.48349467523109,0.0
33.23077999694041,69.62948691208173,6.9833850046777695,22.520040557279884,1.1264638250609684,116,Crop Residue,Microbial Inoculant,3,23.1384216087523,0.0
46.11676288840868,41.20327574237447,6.89594157136373,23.928384317440347,1.0800455188886207,56,Crop Residue,Microbial Inoculant,2,19.001616976368048,6.630688736823246
50.30999522495951,66.01094488367346,6.935731244280535,39.02889651326184,0.8982633162189884,69,Crop Residue,None,1,33.21010321892677,0.0
49.31280119116199,57.3602622571718,6.059075477251181,23.50983254762715,1.1110183345806866,55,Manure,Biochar,1,28.285952089608255,4.48566313914725
31.607824767773614,53.158462575687714,6.725637546129519,31.354546358621093,0.962880195970073,56,Crop Residue,Lime,2,16.80223370016589,0.0
36.907876241487855,61.757729812454095,7.0464224505705575,31.586289333238756,1.1373416829777354,91,Food Waste,Biochar,3,22.79346648873301,0.0
43.31263431403564,54.60006824274109,7.079928195998701,29.792489241004894,0.8509203924646065,112,Crop Residue,Lime,3,23.64872789319235,6.384618538317051
49.75545127122359,66.20269714244982,6.486162429537021,32.89490497153637,0.9452293076861377,79,Manure,Lime,4,32.939450716947356,0.0
35.2082576215471,67.02105592033776,7.632853920432351,24.59653451595237,0.7030126622343958,71,Food Waste,None,4,23.59694602911366,0.0
38.14341023336183,52.65162780620366,6.56691257589275,31.053245355534962,0.9894977169981293,58,Food Waste,Biochar,2,20.083126388663068,0.0
28.936650259939718,48.304833917051546,7.484728600263368,27.443465104937943,0.7566997409113465,68,Food Waste,Lime,4,13.977800849221946,0.0
28.037933759193294,57.77050985780087,7.213597180935842,33.23334519258378,0.665786064951402,89,Food Waste,Microbial Inoculant,4,16.19765728627844,0.0
48.125258223941984,67.37090036850073,6.676886345078098,22.82447086746299,1.0775983443566164,70,Crop Residue,Lime,4,32.422419770135654,0.0
53.56240028570823,46.319865670169996,7.887655446304756,31.417548336789523,1.0638219327572982,62,Manure,Microbial Inoculant,1,24.810031862058803,6.162698933808847
39.27989878419666,58.688997506904485,6.40318158412176,23.705407107666474,1.2348621204845718,112,Food Waste,Microbial Inoculant,4,23.052978818171784,7.098387789554297
50.03532897892024,58.94680660277562,7.459577086805001,25.572861262300727,0.8706623291274703,112,Food Waste,Biochar,2,29.494228606266656,0.0
43.61636025047634,61.99339067245843,7.500291159021489,24.374196006471664,1.1224158540510267,45,Manure,Microbial Inoculant,3,27.03926060718467,0.0
33.54880245394876,43.9470305538178,6.664689895461677,23.656755597376343,1.165239271682099,52,Crop Residue,Lime,4,14.743702464876836,0.0
43.61395605508414,61.47474894046266,7.696232650032164,36.514219031213344,1.1334321423494784,36,Food Waste,Microbial Inoculant,3,26.811569987866687,3.546336537674726
55.38036566465969,67.27097561996924,6.8749767427005235,25.714151353217808,0.7523038951593574,55,Crop Residue,Biochar,4,37.25491228452303,3.517186116688646
39.64173960890049,45.390493266107256,7.1443468146399285,38.54247563728899,1.0448090446813567,41,Crop Residue,None,2,17.993581147745747,1.1061362287491012
55.64643655814006,47.12629974771633,7.13016091938561,39.39853050690382,1.1092420888163983,101,Crop Residue,Lime,1,26.22410649131189,10.41626422065043
13.802548959102555,69.14185282124919,6.932845629264726,31.42520939874195,1.0021535400723827,34,Crop Residue,Lime,2,9.54333808688355,0.0
48.21902504375224,45.429308581284694,7.405404136579891,22.860022453314528,0.3740567024886746,98,Food Waste,Biochar,1,21.90556968201315,8.288553370132554
40.870470682381715,65.63155280108737,7.396744360276107,27.490964867591625,1.048146887192044,78,Food Waste,Biochar,4,26.82392454596029,0.0
37.009926495341325,54.768335693441045,6.125734013380909,35.95464526696428,1.6637593118191725,55,Crop Residue,Biochar,4,20.26972078286432,0.0
40.91760776535502,47.41693223209531,7.6521701214390765,27.34781457394141,0.8919882193729052,34,Crop Residue,Biochar,1,19.40187434509296,9.758519340896905
20.124310853991073,66.12249703817534,6.168754005982163,21.740344366055776,0.7815768706434036,51,Manure,Lime,2,13.306696848383446,0.0
37.80328112162488,53.359157650079965,7.516273102170828,31.13569821856376,1.1120045679134194,108,Manure,None,2,20.171512370590737,0.379075492162976
43.57112571511746,55.4445206178907,7.563352568413792,36.9024170299207,1.0937134631399714,42,Manure,Microbial Inoculant,1,24.15780178056538,0.0
54.77894044741516,50.77700108199297,6.454516784892401,35.91852774287005,1.3578205496249243,57,Food Waste,Microbial Inoculant,4,27.81510318368828,6.209573982512298
34.81729781726352,57.788525543047825,6.794592856022708,23.502462802607063,0.6226395532273337,62,Manure,None,1,20.120403042528366,4.4405930211629325
31.915063971068122,44.90571617755069,6.447147665757032,33.45529228824933,1.2194140757724976,52,Food Waste,None,4,14.331688044731589,0.0
34.982429564154636,51.73244609955282,6.892539484855632,24.41008526871294,1.177126618375439,47,Food Waste,None,1,18.097266518590327,0.0
49.15402117702074,69.08236967005863,6.84598285790713,24.364150691043445,0.9573560389178362,59,Food Waste,Biochar,4,33.95676261720837,0.0
43.287511096596845,47.74400298103383,7.38983026613467,37.481435466103704,1.101606195376507,55,Food Waste,Lime,1,20.667190588374545,0.0
34.70239796232961,59.70209993623877,7.655154373059804,24.993379054804603,1.3088372444795071,45,Manure,Lime,3,20.718060311741308,0.0
45.13267433113356,49.75570192674085,7.697841905394978,25.264946930360225,1.261694614008535,106,Crop Residue,Lime,4,22.45607891176549,0.0
40.9707754934804,63.204193770598025,6.718915986710849,20.01306781522599,0.6570942063778814,68,Crop Residue,Biochar,2,25.895248332216045,0.0
49.68644990532889,43.92620982155049,6.895389063127736,37.41338068251035,1.2460474560266452,62,Crop Residue,Lime,1,21.825374238294344,0.0
32.979469061226474,69.09463135235634,6.1582809038895245,35.8518962641827,0.9805934184902445,55,Manure,Biochar,2,22.787042569818848,0.0
36.723378534022316,53.61368624150918,6.597064966751906,32.54657870181356,1.0218622294046547,77,Crop Residue,Lime,1,19.688756944512456,5.144698530307253
36.078918468678424,47.081513900393915,7.482425816548729,35.00531527877685,1.0219590973005084,94,Manure,None,2,16.986501013942622,0.6398990606394026
25.364850518678814,42.20490241990038,7.807791411774116,23.040971348489837,0.954927103360522,67,Manure,Microbial Inoculant,2,10.705210410361989,0.0
42.96120277064576,45.09273715262622,6.382825564060039,29.16647189175151,1.3575122491321194,31,Manure,Microbial Inoculant,1,19.37238224297407,0.6402890275078117
42.610552721798896,55.59321845668053,6.703767870423553,27.02438774697562,0.9748846120452364,35,Crop Residue,Biochar,1,23.68857766022869,0.0
40.05113456642461,50.11009529293859,6.986797121520537,21.87553052514033,0.6641361614850494,75,Crop Residue,Lime,2,20.069661697138436,8.586682465937153
37.65412866624853,64.86650097647828,7.140080579409803,29.72260970429848,0.8819410432090814,79,Crop Residue,Microbial Inoculant,2,24.42491573897649,0.0
25.84629257949586,52.92662570985418,6.595198240039177,38.414793006852705,1.0536084150431426,67,Food Waste,None,2,13.679570533423588,0.0
35.79354677234641,47.461428177628896,7.212030522232045,20.801182381013888,1.368764435289115,117,Manure,None,4,16.988128493583197,5.535428604108066
36.572854834732304,58.5143495981209,6.763080326464542,25.829218269875877,1.18092840548465,47,Food Waste,None,4,21.40036813600852,0.0
31.97722730778381,61.203316506563375,6.992773864560861,24.150818724114067,0.7448394163758869,56,Manure,Biochar,3,19.57112363920614,0.0
38.387142883339905,45.011257237028495,7.27314212400185,24.762933073313924,1.7455569750036675,70,Crop Residue,Biochar,4,17.278535629165802,0.0
44.040508568145384,45.02857648864953,7.003211134905469,38.16869103758751,1.079432593293394,101,Manure,Lime,4,19.830814086597595,5.971625727196233
58.8618590121053,41.10014280800629,6.781807054736715,29.361381084685803,1.3826172213997046,103,Manure,None,1,24.192308113422598,13.97042587971822
41.74577812831839,62.09206045196922,6.945195098037084,29.325988258796375,0.9544856699268313,46,Food Waste,Lime,3,25.9208137915804,2.9976836899390062
42.57550390722764,59.91413582865415,6.955818520397332,35.211512849105645,1.1600077734116347,91,Manure,Lime,3,25.50874524071033,0.0
39.25554084233833,54.23892627249442,6.814994485058937,23.089844080098516,1.2518405513555213,58,Crop Residue,None,4,21.291783855344818,0.0
20.812287847009586,65.32511346907592,6.870601968666449,29.745307082001016,1.3654584135262768,87,Manure,Lime,1,13.595650651569708,0.0
39.73486124550783,64.1701045885016,7.799323585252359,28.599704282421193,1.3172104916134675,99,Manure,Microbial Inoculant,1,25.497902019338362,0.0
40.60230209941027,57.560630931902566,7.280459723970619,31.93821381093312,1.2616591000218933,107,Manure,Biochar,3,23.37094126129767,1.006613560156596
64.63242112485287,66.04813841539776,6.85225984098542,39.99115406500877,0.9054739806417674,51,Food Waste,Lime,1,42.68851096576561,13.209798518986563
38.076390352188774,46.17523630110305,7.348477202255368,35.38897788164094,0.8284761874131816,35,Manure,None,2,17.58186322005357,0.0
43.015473423336125,43.357588581931836,6.833090255121995,27.957314060348544,1.0997822530972592,55,Manure,Biochar,4,18.650471993460307,1.536195145698037
39.65288230294757,48.092488345509686,7.58656231879332,36.551061045480935,1.2799384217023209,68,Food Waste,Biochar,2,19.07005780020373,0.0
28.313219623804677,41.712605682679445,7.184821096099047,23.414167266249603,0.9331837897670179,41,Food Waste,Lime,3,11.810181657748661,0.0
51.42822814515021,55.935085840030965,6.946348927997885,20.609273726179204,1.319551589714316,43,Food Waste,Microbial Inoculant,3,28.76642355899673,1.5941842938826158
47.519330326867745,68.09817076884885,7.223858462905139,24.088967449285462,1.4357850236458538,51,Food Waste,Lime,1,32.35979471420377,0.0
47.910319470430466,41.180306220055286,6.21456192396575,26.808231122285193,0.7251037242779741,80,Crop Residue,Microbial Inoculant,1,19.729616268930034,9.116608373863457
30.90612545205261,43.66329742030081,6.436616265545098,30.211615149191196,0.748923788861116,52,Crop Residue,Biochar,3,13.494633477221019,0.0
54.02794310936099,53.565970848503056,6.403037496800472,32.30258281082399,0.957887482328399,77,Manure,Lime,3,28.940592256006124,12.424790033564488
25.981489372077192,68.01625052583715,7.0714715473818535,38.21211434428844,1.092283800456759,100,Crop Residue,None,2,17.67163490165578,0.0
45.868570938002705,49.48468314930251,7.866257499742546,30.197080191009153,0.8426298958698847,79,Manure,Lime,2,22.697916993783693,0.0
61.90455625809979,55.217044260651775,8.0,30.025512892514588,1.4056608036601432,118,Crop Residue,Microbial Inoculant,1,34.18186622839504,11.664270001267369
30.094636748693116,41.24718577151177,7.3190255507203785,21.004860196459642,1.1272200584555354,42,Food Waste,Microbial Inoculant,2,12.413190726995099,2.6198600775250873
34.33702270397228,44.45029602886267,7.250422237472229,20.698231053124477,1.0118341144722218,114,Food Waste,Lime,1,15.262908239413463,0.0
40.99651365087641,69.5989036887654,6.099471132923631,31.023199238327443,0.5692271428394418,39,Crop Residue,Microbial Inoculant,1,28.533124051625034,0.0
34.96524345883801,68.95356089308137,6.728663100132989,28.76357226496689,0.6052552550717478,84,Crop Residue,Biochar,4,24.10978043980402,0.0
24.493365689338674,40.148199428032285,6.60610812404588,36.78360789960597,1.084302775084542,38,Manure,Lime,1,9.833645303592926,0.0
40.68562974806027,68.55435356269717,6.689576200874442,23.213591694236904,0.36022131215354913,108,Manure,Microbial Inoculant,2,27.891770466695135,0.0
29.37696286273895,59.17359813446501,6.915928090707605,20.49943324234099,1.3037912228932216,81,Manure,Lime,3,17.383405948508173,0.0
44.73592430635182,66.03754883560066,6.763954711151436,28.980775358602518,0.9525538466883039,31,Food Waste,Lime,3,29.542507860864426,0.0
30.80575765766197,53.64219566901578,6.0103500948121065,24.74957113504515,1.9729278908784198,54,Food Waste,None,2,16.524884800045847,0.0
55.499344050175395,55.46788085737751,7.373955128058767,20.992287466776748,1.692374875184833,42,Food Waste,Lime,3,30.78431003437732,11.629567342006798
32.16746707663763,54.6653974077076,6.463628487130097,34.49196573695258,0.945565279225745,80,Food Waste,None,1,17.584473713437465,0.0
36.77938483794324,60.005927726383135,7.119623432055575,22.231859999144948,0.9680988992406055,87,Manure,Microbial Inoculant,3,22.069811084064536,0.0
48.135172173696695,44.18953764268939,8.0,32.16639000015543,1.2986744542006088,63,Food Waste,None,2,21.270710027069047,2.0378272235988732
27.69135683566045,40.89920769618034,6.540307704206788,25.620995003337782,1.5109517829754113,64,Food Waste,None,3,11.325545546107199,2.660591852901955
42.27459934604129,49.23789824773573,6.0,23.46992100710044,0.508591282769195,32,Food Waste,None,1,20.815124210641766,2.032078938078947
53.07142754282428,61.1404228820994,6.856997889059945,27.595030458386347,0.464087360393594,88,Food Waste,Biochar,1,32.44809522924974,2.3094195407634546
23.925167654387725,46.05560356368845,7.550479817499285,36.02891552445907,0.8133895583336856,99,Crop Residue,None,2,11.01888036685263,0.0
41.84633858532304,60.202972999747516,7.979173727110297,27.841871538091453,1.1748212749521594,77,Manure,Lime,2,25.192739919904955,0.0
42.598827942484235,69.09736138321811,6.385225202773792,35.015392984221116,1.149062077152279,93,Manure,None,2,29.43466608843363,0.0
47.8182287177731,42.81702147368255,7.248349611618261,22.509725935983013,1.320931436495155,48,Food Waste,Lime,4,20.474341258423546,5.880549072397966
27.63049289121918,60.17806354675379,6.767344771609974,35.45542839330158,0.6400907414904076,96,Crop Residue,None,4,16.627495570359166,0.0
26.795433869157236,53.312506579137136,6.947025822847932,24.73866649813297,0.30515684110933705,111,Manure,Biochar,1,14.285317444402791,0.0
45.21941565616898,66.04426763132517,8.0,33.54786259777745,1.2574042585906435,102,Manure,Microbial Inoculant,4,29.864831897281594,0.0
42.96984673233186,45.314493683421574,6.248514835802423,31.315631096819928,0.7515411181104297,105,Food Waste,None,4,19.47156848329845,0.0
42.504928503458764,60.778778566784936,7.126869830747287,38.58289434423375,0.3944536406834086,34,Food Waste,None,3,25.83397637508746,0.0
43.46448209496975,65.1434586894433,7.233846585882716,27.74645035950628,1.0435191237878145,96,Manure,Biochar,4,28.314266938117107,3.7573691951248662
33.19975278421509,68.3384265842207,7.542893162469674,21.32330377668881,1.2379527064656033,40,Manure,None,3,22.6881886825836,4.27640688379266
42.322536971610035,60.49744084868938,7.048991576735448,20.383109711025057,0.9633828603636169,97,Crop Residue,Lime,2,25.604051770064473,0.0
42.93072473298681,54.91524292025282,7.154025269752051,36.53717121945506,0.8626454841452532,98,Manure,None,3,23.57551177454477,0.0
32.85648581973632,58.53541720603641,6.804175716289104,30.494712753228644,0.952191330356228,30,Manure,None,3,19.232681053824848,0.0
58.65774511144757,66.06714953436155,7.134563470622553,35.50488103669899,0.8888251712797651,92,Food Waste,Microbial Inoculant,2,38.753500176264716,0.0
44.73832920911788,57.118292399164886,6.828403862251295,24.688512000230293,0.5955858664179499,58,Manure,Microbial Inoculant,2,25.55376969216494,4.020443719531454
28.086965027973513,40.911611790905106,7.310785944928026,26.901674910264674,0.7855957969028704,111,Food Waste,None,1,11.490830096091806,0.0
46.5655360863383,67.92846086520933,6.815194831978183,20.602077444226378,1.1563839715041444,41,Manure,Biochar,1,31.631251957083236,0.0
30.253183297726785,60.68580253094683,7.188550196951093,39.22984649148224,1.09650356241295,106,Manure,Microbial Inoculant,1,18.359387075383864,0.0
47.87084603742452,60.29540157331739,6.985368593157511,33.357358134016266,1.050417941790046,70,Manure,None,1,28.863918854809608,0.0
51.58595579007404,46.47025457193151,7.563025125386084,38.664101755186124,0.7014554554439862,31,Crop Residue,Microbial Inoculant,3,23.97212497901145,9.526886475604606
31.793176816482895,59.766564106979715,6.974303138205757,25.30992814858145,0.9455490513592999,66,Food Waste,None,3,19.00168940366866,0.0
49.63376129244322,51.81593216962476,6.113483765896559,32.22927222451322,0.3468804860671436,74,Crop Residue,Microbial Inoculant,1,25.718196084525847,0.0
44.12780926936498,59.53698931124477,7.630960750356996,33.56999936585275,1.053542999165617,109,Manure,Microbial Inoculant,4,26.27236908798831,0.0
48.2206015999449,43.19779090923972,6.547133849568691,26.35099400515177,1.4286573123440702,77,Crop Residue,Lime,1,20.8302346543217,0.0
58.967929826539475,59.735359138091084,6.67311683067559,36.962184700312605,0.5577603603873683,53,Food Waste,None,4,35.22470465818088,3.959228105790715
37.54611883997129,69.98241177311999,6.702169352978254,38.943229258004955,0.8242216980046734,51,Manure,None,2,26.275679491413694,0.0
32.4626383564251,41.44636116581668,7.687219046585408,37.69710235392009,1.0987320336130388,40,Crop Residue,None,3,13.454582337156884,0.40113029600395844
31.104855703744768,69.31522552663952,6.0,34.78133951878745,1.3758527903282451,87,Crop Residue,None,3,21.56040088078648,0.0
31.841897150345616,52.20723882168612,8.0,25.54929359449908,0.8655326151099552,75,Food Waste,Microbial Inoculant,4,16.6237752906366,0.0
39.228982905858956,66.12260351011777,7.528028404533026,25.632320842112634,0.7923249012202311,58,Crop Residue,Lime,1,25.939224827892996,0.0
43.41151974816644,63.471564521748206,7.11161945706458,39.26720640892076,0.40932305727517504,64,Food Waste,Lime,3,27.553970766828925,0.0
42.766907993300194,57.01048782960004,6.972552999691857,20.20568991871384,1.031031438792432,44,Manure,Biochar,4,24.381622876616653,2.233157788708406
48.27183249036024,62.153476277539795,7.142777037428829,34.32099946484289,1.6126228120431232,89,Manure,None,2,30.0026219556298,0.0
40.13001891877907,66.35546683904043,7.26056121418967,34.124923251105244,1.0832075385894027,71,Crop Residue,Biochar,2,26.6284613961511,0.0
54.53534077157317,52.12420964953099,7.322607792975028,32.45379081899595,0.993316306244886,72,Manure,Microbial Inoculant,3,28.42611535686095,5.958360215891094
37.35343166762044,49.81099484689716,7.277802233001724,39.80217692173731,1.0966246932300956,109,Manure,Biochar,1,18.60611592309767,0.0
67.20169166589619,60.02780156690754,7.044790340627625,26.237588715274505,0.9966723988154194,103,Crop Residue,None,4,40.33969812280921,6.075475613091904
46.25667347765006,64.23537825823776,6.9013307898463365,26.799437275864964,0.7560956883219611,78,Manure,Lime,3,29.71314917804646,1.2709581660747706
31.428424435837172,62.868554043298474,6.924363358173244,21.57878805893111,1.2469839747033116,93,Crop Residue,Lime,2,19.758596001401518,0.0
29.291075019388877,63.93440946575903,6.902545859823659,28.85596273087475,1.0677284569335264,61,Food Waste,None,1,18.727075839818742,0.0
44.824724152431855,53.06749944438799,7.566885048433532,25.220970524696963,1.0052839755800973,93,Food Waste,Microbial Inoculant,4,23.787360240540224,5.56163488843414
37.76537214674149,64.53502648525065,7.296778361140431,26.867734043552886,0.7073901918165251,31,Food Waste,None,3,24.371892917153097,5.59572732708623
47.14000494092092,43.60627166111826,6.0,36.691435805112555,1.3910523795804277,53,Crop Residue,Microbial Inoculant,4,20.555998615602544,4.944180811496272
44.73237624573545,56.33467293882549,7.32795038826488,38.70969027054991,1.199410823599933,116,Crop Residue,Lime,1,25.19983785579993,1.7800252717669336
39.271710873431275,40.172759814943646,7.097368097359388,23.71466144010371,0.8341237487898094,95,Manure,Microbial Inoculant,1,15.776530084402655,0.0
31.53206281931595,49.73757489700811,6.990645621777051,27.450178631069317,1.3005474561045811,67,Manure,None,2,15.683283361328916,0.9353782004376829
24.851527753141355,50.99384604614194,6.8057407734555575,38.572611242307886,0.8507287484844379,60,Manure,None,1,12.67274980255114,0.0
35.53485047932979,51.88518074827766,7.562056359993007,21.236169213784454,0.7653989522466889,55,Manure,None,3,18.437321399830473,6.382326666655156
48.56398794323472,60.864016200695865,7.473763231061429,21.84721056222757,0.7720890647559139,58,Manure,Microbial Inoculant,4,29.55799348947437,2.0133704883534196
42.14093744130204,51.65674303811037,6.613561166088195,23.255819784124586,0.4686794340735727,96,Crop Residue,Microbial Inoculant,1,21.768635767904243,0.0
27.54261221288012,53.46080867867592,7.203526143562268,31.904256682537493,1.1414627141254616,107,Crop Residue,Microbial Inoculant,1,14.724503220237468,0.0
41.73180925851182,47.12632392622982,6.514171632729357,23.00944542011995,0.450656536498495,54,Food Waste,Lime,3,19.666667611442648,0.0
43.85317379728837,51.1975537488802,6.310190917605535,39.361527629014674,0.6314668506202712,77,Food Waste,Biochar,4,22.45175222545656,0.0
31.16142563798867,46.81808881789455,6.686641387705017,28.934290545170406,0.37732359727644005,94,Food Waste,Biochar,4,14.589183932115699,0.0
41.53725105945528,42.19587771305331,7.43119673619138,30.03035920700333,0.9741790921627321,82,Food Waste,None,2,17.52700766241169,0.0
40.58208718446,58.10345780144134,7.476562522688043,24.93317231610813,0.9549038619184383,96,Crop Residue,Lime,2,23.57959590216685,0.0
28.57029702169377,60.04638395665049,7.256542710048646,29.41920504869467,0.9019911360440908,119,Crop Residue,Microbial Inoculant,4,17.155430247201718,0.0
